id,caption,commentsCount,firstComment,hashtags/0,hashtags/1,hashtags/2,inputUrl,likesCount,musicInfo/artist_name,musicInfo/audio_id,musicInfo/song_name,musicInfo/uses_original_audio,ownerFullName,ownerId,ownerUsername,paidPartnership,timestamp,url,videoDuration,videoPlayCount,videoViewCount,Label
3289018750660025198,HOW LONG SHOULD I KEEP MY HAIR LIKE THIS??? COMMENT BELOW! ILY Thank you for making my unicorn dreams come true!! @majormoonn @hairlosangeles 🌈💫🦄,148,I love it 😍❤️,,,,https://www.instagram.com/reel/C2k8SC0sJtu/,-1,lilmiquela,952126429588264.0,Original audio,True,Miquela,3089598226,lilmiquela,,2024-01-26T20:43:06.000Z,https://www.instagram.com/p/C2k8SC0sJtu/,77.777,464564.0,186943,voice+music
3344012264033504764,"I teamed up with my friends at MSI @msigaming , and yes, these are what my days consist of 😉 Go Borderless with me and my MSI QD-OLED monitor.

https://msi.gm/Go-Borderless-Miquela
#MSIGoBorderless",90,So cool 🙌,MSIGoBorderless,,,https://www.instagram.com/reel/C5oUW_SRE38/,-1,lilmiquela,1907039213112576.0,Original audio,True,Miquela,3089598226,lilmiquela,True,2024-04-11T17:44:31.000Z,https://www.instagram.com/p/C5oUW_SRE38/,35.291,261742.0,77744,voice+music
2760562994170798332,Share with someone who has a busted smile,9,Wow,,,,https://www.instagram.com/reel/CZPfWrHo6D8/,855,brianasprinz,810157483415490.0,Original audio,True,Miquela,3089598226,lilmiquela,,2022-01-27T17:33:18.000Z,https://www.instagram.com/p/CZPfWrHo6D8/,13.3,65173.0,35597,voice
3211164113071965158,"100% electric adventures. ⚡️
The first-ever BMW iX2. Driven by @lilmiquela 

#THENEWiX2 #BMWiX2 #BMW #BMWi #BMWElectric
__
BMW iX2 xDrive30: Combined power consumption: 17.7–16.3 kWh/100 km. Combined CO2 emissions: 0 g/km. Electric range: 417–449 kilometers. All data according to WLTP.  Further info: www.bmw.com/disclaimer",368,Yaiks,THENEWiX2,BMWiX2,BMW,https://www.instagram.com/reel/CyQWL9TIwPm/,39274,bmw,1010085326877725.0,Make it real,True,BMW,43109246,bmw,,2023-10-11T10:38:47.000Z,https://www.instagram.com/p/CyQWL9TIwPm/,30.0,1652425.0,327127,voice+music
2753332873051454233,I saw Gala Darling's ways to speed up your manifestations and I wanna share them with you,37,اتخيلي انه اني الي عايشه حقيقي مش عايشه زيك 😂😂😂😂😂😂😂,,,,https://www.instagram.com/reel/CY1zakGozsZ/,978,lilmiquela,895634487819538.0,Robot Manifestations,True,Miquela,3089598226,lilmiquela,,2022-01-17T18:08:43.000Z,https://www.instagram.com/p/CY1zakGozsZ/,32.466,61223.0,35631,voice
2770868204483202451,I never knew what Polar Express was until I came HERE. #lookalike #polarexpress #twins,12,The changed her voice :(,lookalike,polarexpress,twins,https://www.instagram.com/reel/CZ0GfOHpU2T/,1149,lilmiquela,682089176152654.0,Original audio,True,Miquela,3089598226,lilmiquela,,2022-02-10T22:48:01.000Z,https://www.instagram.com/p/CZ0GfOHpU2T/,12.9,89079.0,57252,voice
2755500091965024071,"YES, that’s how I function",11,Haha,,,,https://www.instagram.com/reel/CY9gLwAIadH/,833,lilmiquela,1133844677020564.0,Original audio,True,Miquela,3089598226,lilmiquela,,2022-01-20T17:54:06.000Z,https://www.instagram.com/p/CY9gLwAIadH/,9.133,57588.0,29415,voice+music
2758385095627954153,Daddy issues,14,She has feelings but not taste buds...tf,,,,https://www.instagram.com/reel/CZHwKFCotfp/,717,lilmiquela,977489183145576.0,Daddyissues,True,Miquela,3089598226,lilmiquela,,2022-01-24T17:26:06.000Z,https://www.instagram.com/p/CZHwKFCotfp/,7.033,61501.0,33567,voice
2680821329549391474,Miquela 4.0,790,😢,,,,https://www.instagram.com/reel/CU0MMuuFPZy/,74276,,,,,Miquela,3089598226,lilmiquela,,2021-10-09T17:01:46.000Z,https://www.instagram.com/p/CU0MMuuFPZy/,49.1,,1411661,voice+music
2730158630912466038,POV: you’re a 🤖 in 2021. Link in bio to see my Top 10 Moments of the year (yes its meeting Ariana Grande 10 times in a row),2255,True faith ic,,,,https://www.instagram.com/reel/CXjeM9QARx2/,120985,,,,,Miquela,3089598226,lilmiquela,,2021-12-16T18:45:03.000Z,https://www.instagram.com/p/CXjeM9QARx2/,4.6,,5341058,voice
2653281729596193541,WTF IS GOING ON? This one's for all of you asking - who knows what's real anymore 🥲,826,"I’d watch 10 seasons of this. No BS.. @lilmiquela 
@netflix",,,,https://www.instagram.com/reel/CTSWazlnXsF/,65949,,,,,Miquela,3089598226,lilmiquela,,2021-09-01T17:05:29.000Z,https://www.instagram.com/p/CTSWazlnXsF/,56.866,,1291415,voice+music
2652555509137040233,My 23 and Me is WILD. #robot #teslarobot #illneverbeher #pov,535,😂👏,robot,teslarobot,illneverbeher,https://www.instagram.com/reel/CTPxS6FHmNp/,238123,lilmiquela,1245283965987860.0,Original audio,True,Miquela,3089598226,lilmiquela,,2021-08-31T17:01:28.000Z,https://www.instagram.com/p/CTPxS6FHmNp/,6.333,3122778.0,2678726,voice+music
2665599468838486617,OMFG FINALLY connecting the dots…,739,How,,,,https://www.instagram.com/reel/CT-HJgNloJZ/,86082,,,,,Miquela,3089598226,lilmiquela,,2021-09-18T17:01:07.000Z,https://www.instagram.com/p/CT-HJgNloJZ/,52.5,,1552524,voice+music
2588788130018869149,"My YouTube face 🙃 1, 2, 3, 4, or 5? #reels #robot #awkward #mood",50,"Can you make a live broadcast?.. Because we can't believe that you can move and speak and breathing?!!, please?",reels,robot,awkward,https://www.instagram.com/reel/CPtORaYhb-d/,12661,lilmiquela,246531383939663.0,Original audio,True,Miquela,3089598226,lilmiquela,,2021-06-04T17:27:02.000Z,https://www.instagram.com/p/CPtORaYhb-d/,5.666,394339.0,309479,voice
2636614228476679463,"WTF is happening? SAME. Y'all keep asking me questions in the comments, so I went to the experts @brud.fyi 🤖⚙️📠🔬",1214,THE SCENE ONE,,,,https://www.instagram.com/reel/CSXIqviF9Un/,139966,,,,,Miquela,3089598226,lilmiquela,,2021-08-09T17:10:01.000Z,https://www.instagram.com/p/CSXIqviF9Un/,57.466,,3041239,voice
2606329482810071345,"If you're new here, I'm a 🤖. I've got a lot to unpack, but we can do it together 🙃🥺✨💕",1661,@cupcakekassie,,,,https://www.instagram.com/reel/CQritsOhZkx/,185003,,,,,Miquela,3089598226,lilmiquela,,2021-06-28T22:18:58.000Z,https://www.instagram.com/p/CQritsOhZkx/,42.866,,2145077,voice
2626508676562876923,"If I’m 19 forever, WHO’S THIS BABY!? I guess we have a lot more to discover about my programming...",2288,After this video she started looking more AI and less realistic,,,,https://www.instagram.com/reel/CRzO7m6Avn7/,194587,,,,,Miquela,3089598226,lilmiquela,,2021-07-26T18:32:21.000Z,https://www.instagram.com/p/CRzO7m6Avn7/,56.1,,4189684,voice
3499121467290418475,"Fall guy 😈
#trustfall #prank #comedy #fallguys",16,,trustfall,prank,comedy,https://www.instagram.com/reel/DCPYG9zyf0r/,1180,guggimon,2627744274282282.0,Original audio,True,guggimon,8439602246,guggimon,,2024-11-11T17:57:35.000Z,https://www.instagram.com/p/DCPYG9zyf0r/,18.75,36338.0,12639,voice+music
2598196604846576008,How do you even make friends? #bored #friends #reels,77,Es un filtro,bored,friends,reels,https://www.instagram.com/reel/CQOpgvYgZGI/,9698,lilmiquela,313758520417988.0,Original audio,True,Miquela,3089598226,lilmiquela,,2021-06-17T17:00:08.000Z,https://www.instagram.com/p/CQOpgvYgZGI/,13.7,300734.0,221061,voice
2486071112377515601,"I swear, SOMETHING’S beating in here.",111,So to answer ur question I don’t have a heart because it’s broken,,,,https://www.instagram.com/reel/CKATIFDnz5R/,18781,lilmiquela,253672512770651.0,Original audio,True,Miquela,3089598226,lilmiquela,,2021-01-14T00:07:22.000Z,https://www.instagram.com/p/CKATIFDnz5R/,11.433,545266.0,363484,voice+music
2450575734358200810,I'm also a compulsive liar 💫 NEW EPISODE 💫 out now!! #GetRealMiquela,973,@thisisogol,GetRealMiquela,,,https://www.instagram.com/reel/CICMaWNnNHq/,82426,lilmiquela,1058617981245946.0,Original audio,True,Miquela,3089598226,lilmiquela,,2020-11-26T00:43:42.000Z,https://www.instagram.com/p/CICMaWNnNHq/,10.933,1644866.0,1108286,voice+music
2465856509915928400,Drop your favorite favorite conspiracies in the comments!!! #GetRealMiquela #hack #conspiracytheory #bitcoin,132,You speak spanish? @lilmiquela,GetRealMiquela,hack,conspiracytheory,https://www.instagram.com/reel/CI4e25cn5dQ/,19181,lilmiquela,392381028668667.0,Original audio,True,Miquela,3089598226,lilmiquela,,2020-12-17T02:46:01.000Z,https://www.instagram.com/p/CI4e25cn5dQ/,13.0,545258.0,375461,voice+music
2530037689208426174,"I'm so excited to introduce y'all to MINI Electric. When we met it was love at first spark. Literally. I wanted to help launch this new member of the @MINI family because in some ways, she's just like me. New. Different. SPECIAL. Needs to be charged at night ⚡️. For real tho, innovation and creativity are the things that help drive us all forward. Can't wait to see where we'll go TOGETHER.

#MINIElectric #MINI #BIGLOVE #Ad

MINI Cooper SE 3-Door Hatch: Power consumption in kWh/100: 16.1 - 14.9 (NEDC); 17.6 - 15.2 (WLTP), Electric range in km: 253 - 236 (WLTP).
Further information: www.mini.com/disclaimer",279,❤️,MINIElectric,MINI,BIGLOVE,https://www.instagram.com/reel/CMcf9-lnk6-/,31072,,,,,Miquela,3089598226,lilmiquela,True,2021-03-15T16:01:30.000Z,https://www.instagram.com/p/CMcf9-lnk6-/,15.666,,695721,voice+music
2491736318197800927,NEW EPISODE OUT NOW! Spilling some tea on Millie in another round of ‘Human or Robot?’,190,@milliebobbybrown 😍,,,,https://www.instagram.com/reel/CKUbPrIHp_f/,25384,lilmiquela,129502385679785.0,Original audio,True,Miquela,3089598226,lilmiquela,,2021-01-21T19:42:25.000Z,https://www.instagram.com/p/CKUbPrIHp_f/,7.166,647745.0,528572,voice+music
2361315719529852649,"Now that you know the story, go listen to the song! The video for HARD FEELINGS drops on the 31st, and unlike the unnamed subject of the song, it's AMAZING and makes me REALLY HAPPY!",1807,@graciemiller_.x  @trulie.timberlake,,,,https://www.instagram.com/reel/CDFFCLZH27p/,70497,,,,,Miquela,3089598226,lilmiquela,,2020-07-25T21:02:05.000Z,https://www.instagram.com/p/CDFFCLZH27p/,38.1,,1390721,voice
2455735571971010349,This is in no way Peppa Pig slander.  LINK IN BIOOOO. HELP ME HELP YOU HELP ME!,408,@arquinunez,,,,https://www.instagram.com/reel/CIUhn3dn28t/,61871,lilmiquela,2123850141110812.8,Original audio,True,Miquela,3089598226,lilmiquela,,2020-12-03T03:35:21.000Z,https://www.instagram.com/p/CIUhn3dn28t/,12.633,1679336.0,1146862,voice+music
2445486255415159528,"⚠️ My new SNAP show GET REAL, MIQUELA is out now ⚠️ I'm finally getting REAL...I'm answering all your questions, plus some overshares you def didn't ask for 🙃",812,یو ار زشت:),,,,https://www.instagram.com/reel/CHwHMrlHuro/,83953,lilmiquela,4246863381997765.0,Original audio,True,Miquela,3089598226,lilmiquela,,2020-11-19T00:11:49.000Z,https://www.instagram.com/p/CHwHMrlHuro/,13.966,1619157.0,880290,voice+music
2370804006426320079,I say “bitch” as a term of endearment. 😘,228,Peice from the future watch ppl yet It's not A peice She's perfect reflection of all peices  that can make that future,,,,https://www.instagram.com/reel/CDmya7LHRzP/,24331,lilmiquela,916802855481417.0,Original audio,True,Miquela,3089598226,lilmiquela,,2020-08-07T23:11:32.000Z,https://www.instagram.com/p/CDmya7LHRzP/,13.1,695534.0,610309,voice+music
2388851238526357026,"For those of you just tuning in, I'm no longer a mess. 2020 has been 76 months long, and I've been THROUGH some THINGS. There were some ugly cries, a big breakup, and some major breakthroughs...I mean...damn. Growth ain't free, but it's BEAUTIFUL.",1204,Spirit for life🥺👐🏻🫶🏻,,,,https://www.instagram.com/reel/CEm54t1nY4i/,78901,,,,,Miquela,3089598226,lilmiquela,,2020-09-01T20:59:53.000Z,https://www.instagram.com/p/CEm54t1nY4i/,145.2,,1162833,voice
2726565330579601925,"LlNK lN BlO to Win 350,000$ NFTs.  I am hosting Squid Games to give people a chance to win expensive NFTs.",176,😂😂😂😂😂😂😂😂😂,,,,https://www.instagram.com/reel/CXWtLjiF7oF/,11496,fnmeka,231682949095227.0,Original audio,True,Meka | [Virtual Rapper] 💮,13048416111,fnmeka,,2021-12-11T19:46:59.000Z,https://www.instagram.com/p/CXWtLjiF7oF/,11.0,340607.0,234219,voice
2558443416006862545,Who wants to play Roblox w/ Me ? 😔,136,Lets goooooo🔥,,,,https://www.instagram.com/reel/COBartNBqbR/,9826,,,,,Meka | [Virtual Rapper] 💮,13048416111,fnmeka,,2021-04-23T20:44:41.000Z,https://www.instagram.com/p/COBartNBqbR/,9.4,,117542,voice
2277231257657905859,Throwing it back to shooting a music video with my ex. 🙃 #SpeakUp,1582,FALSE,SpeakUp,,,https://www.instagram.com/reel/B-aWcN4HZLD/,63565,,,,,Miquela,3089598226,lilmiquela,,2020-03-31T20:49:51.000Z,https://www.instagram.com/p/B-aWcN4HZLD/,84.566,,1480255,voice
3470864037381245263,My bestie @sakiramods just built me a Skibidi Porsche 911.  Do you guys like it?  #skibidi #porsche,643,The way my smile faded away is insane,skibidi,porsche,,https://www.instagram.com/reel/DAq_HPbyYlP/,93480,fnmeka,896750695712375.0,Original audio,True,Meka | [Virtual Rapper] 💮,13048416111,fnmeka,,2024-10-03T18:16:38.000Z,https://www.instagram.com/p/DAq_HPbyYlP/,26.4,1999393.0,1139359,voice
3490416652262580072,Freddy Faz Car Road Rage 🫣⚠️ Me & @fnmeka are scared 😱. #ae86 #freddyfazbear #toyota,106,,ae86,freddyfazbear,toyota,https://www.instagram.com/reel/DBwc3PEOB9o/,22351,sakiramods,1488255755075531.0,Original audio,True,Sakira,69025521460,sakiramods,,2024-10-30T17:44:12.000Z,https://www.instagram.com/p/DBwc3PEOB9o/,22.6,473274.0,237464,voice
3475935986365113011,I modded a car for Terrifier aka Art the Clown 🤡. Would you guys drive this ?!? #terrifier #widebody #mercedes #halloween,54,AHHHHH,terrifier,widebody,mercedes,https://www.instagram.com/reel/DA9AV0BSiKz/,4800,sakiramods,8235334806594890.0,Original audio,True,Sakira,69025521460,sakiramods,,2024-10-10T18:11:48.000Z,https://www.instagram.com/p/DA9AV0BSiKz/,46.233,113366.0,52508,voice
2262970017762916777,"I mean I rly made it for me, but I don’t mind if y’all listen 😘 #SpeakUp",3378,تو گوه خوردی که رباتی ،بگو اسم فیلترت چیه😂,SpeakUp,,,https://www.instagram.com/reel/B9nrz3OHjmp/,93941,,,,,Miquela,3089598226,lilmiquela,,2020-03-12T04:25:07.000Z,https://www.instagram.com/p/B9nrz3OHjmp/,7.433,,3386267,voice
2763461246339590247,I’m fiiiine everything is fine.,17,Girl  my father does this bullshit,,,,https://www.instagram.com/reel/CZZyVyyoShn/,1437,margaretpscott,3458334817733885.0,Original audio,True,Miquela,3089598226,lilmiquela,,2022-01-31T17:31:41.000Z,https://www.instagram.com/p/CZZyVyyoShn/,6.6,78892.0,59340,voice
2260440723878815029,Y’all know how I am...I couldn’t help myself 🙃 Link in bio.,1140,بابا وقتی زر میزنه یقه لباسشو نگا کنین مشخصه آدمه و با ادیت  اینکارارو میکنه,,,,https://www.instagram.com/reel/B9estyun6U1/,56070,,,,,Miquela,3089598226,lilmiquela,,2020-03-08T16:39:56.000Z,https://www.instagram.com/p/B9estyun6U1/,23.933,,1338363,voice
2664847634150607631,"Theyre HERE! This world's first ever digital flavors of GFuel designed by me. These NFT's arent for sale, I'm GIVING them to 149 fans! The only way to get one is to follow @GFuelEnergy @FNMeka and tag a friend in the comments",316,Really,,,,https://www.instagram.com/reel/CT7cM3mFksP/,2933,,,,,Meka | [Virtual Rapper] 💮,13048416111,fnmeka,,2021-09-17T16:04:08.000Z,https://www.instagram.com/p/CT7cM3mFksP/,10.433,,68973,voice
3502063768124194956,"A book is dream that you hold between two Lil Helpers’ hands. Gift a bookend set over at @superplastic. 
#giftideas #homedecor #bookstagram #Collectivus",20,,giftideas,homedecor,bookstagram,https://www.instagram.com/p/DCZ1HE_zwCM/,1624,DM Production,479628844031455.0,Christmas Is Coming,False,guggimon,8439602246,guggimon,,2024-11-15T19:28:26.000Z,https://www.instagram.com/p/DCZ1HE_zwCM/,37.125,44384.0,13939,music
2357670920061288494,a milli is a milli 🥵 SHOUTOUT TO THE @tiktok FAM! ya boi is 💯 a MILLIONAIRE 🍻,84,🔥😍😍😍😍,,,,https://www.instagram.com/p/CC4ITXXhYAu/,15361,,,,,janky,8007162789,janky,,2020-07-20T20:19:24.000Z,https://www.instagram.com/p/CC4ITXXhYAu/,16.933,,140997,music
2311912712355429262,@shyandawkwardguy hooked me up with some food vibes. McDonald’s or Chick Fil A??,177,Big Backmeka,,,,https://www.instagram.com/p/CAVkFzjp7uO/,9831,,,,,Meka | [Virtual Rapper] 💮,13048416111,fnmeka,,2020-05-18T17:07:38.000Z,https://www.instagram.com/p/CAVkFzjp7uO/,15.833,,111166,voice
1780454619803375184,"coming soon - literally 
@ysl @anthonyvaccarello .
.
.
.
.
#crystals #glitter #sparkle #glam #hypebeast #highsnobiety #swarovski #Paris #instaglam @hypebeast @highsnobiety #noonoouri",59,@taydeiro,crystals,glitter,sparkle,https://www.instagram.com/p/Bi1cgsgFVZQ/,10065,,,,,noonoouri,6648697241,noonoouri,,2018-05-16T10:32:54.000Z,https://www.instagram.com/p/Bi1cgsgFVZQ/,11.3,,2,music
1880453979122864189,"meet me tonight 👉🏾 #party 👉🏾 @carineroitfeld x @luisaviaroma x @crfashionbook x @andreapanconesi #pfw #CR13 @unicefusa .
.
#luisaviaroma #CRfashionbook #dance #tonight #nocturnal #doll #paris #glamour #heat #hypebeast #instaglam #bokeh #noonoouri",94,@hellen_allves2 q criativo mds,party,pfw,CR13,https://www.instagram.com/p/BoYtu5SFpA9/,6508,,,,,noonoouri,6648697241,noonoouri,,2018-10-01T10:06:02.000Z,https://www.instagram.com/p/BoYtu5SFpA9/,13.833,,0,music
2232830612138308445,Good morning ravers!! The @r3hab remix of money is out everywhere!! link in bio 💰💰,347,you are not human,,,,https://www.instagram.com/p/B78m5yYHzNd/,41109,,,,,Miquela,3089598226,lilmiquela,,2020-01-30T14:23:19.000Z,https://www.instagram.com/p/B78m5yYHzNd/,8.166,,863442,music
3185981076808167008,DOMINOES – my first song PLAYING NOW globally in over 30 countries. Cannot be more thankful for your support. Love you 🫶🏻😘,97,Vibes🔥,,,,https://www.instagram.com/p/Cw24OjIRG5g/,4338,"noonoouri, Alle Farben",184313687998788.0,Dominoes (Alle Farben VIP Mix),False,noonoouri,6648697241,noonoouri,,2023-09-06T16:44:12.000Z,https://www.instagram.com/p/Cw24OjIRG5g/,20.0,137115.0,24184,music
3402599993320942635,"I was 5 years when I had the idea of noonoouri, a character through whom I imagined to communicate - as I was an introverted child. I wanted to raise my voice through her for those who are in need. Seeing her recognized worldwide now brings me to tears. noonoouri, you’ve truly changed my life. MASSIVE thanks to @movellaent and @manusmeta for your incredible digital technology and human touch. She’s not AI – she’s human-made, crafted with your amazing tech and the human eye. ❤️✨ @joergzuber @iamenisa @warnermusic.de @warnermusic #lifechanging",110,"Jesus te dê muitos anos de vida , porque você dá vida a nós do lado de cá 😍😍😍😍 com suas publicações fantástica da diva @noonoouri",lifechanging,,,https://www.instagram.com/p/C84dqqKpCwr/,7071,noonoouri,786456793475897.0,UP ALL NIGHT noonoouri feat.Enisa,True,noonoouri,6648697241,noonoouri,,2024-07-01T13:51:10.000Z,https://www.instagram.com/p/C84dqqKpCwr/,28.56,125588.0,26676,music
